,n_train,polykernel_degree,n_test,time,algo,tr_regret,tst_regret,reweight,mixture_weight
21,2000,2,1000,14.842081785202026,reweight_LS,7.462188553752687,7.662916955364446,1.0,0.6
22,2000,2,1000,14.909825801849365,reweight_LS,11.794416122191535,12.26031020906906,1.0,0.8
23,2000,2,1000,559.5005297660828,SPO,6.806330799560817,6.9603842793134065,,
24,2000,2,1000,7.577627897262573,LS,7.382196470603791,7.3594439847108815,,
25,2000,2,1000,15.089931726455688,reweight_LS,7.497605982331136,7.55836843558745,1.0,0.2
26,2000,2,1000,15.102512121200562,reweight_LS,7.517790463956439,7.517050365518313,1.0,0.4
27,2000,2,1000,15.069317817687988,reweight_LS,9.615504834369979,9.562556081200942,1.0,0.6
28,2000,2,1000,15.208907842636108,reweight_LS,12.545969555631393,13.425647440832229,1.0,0.8
29,2000,2,1000,561.3489210605621,SPO,7.042469841208289,7.031520211498357,,
30,2000,2,1000,7.464049816131592,LS,7.645402901359358,7.415211992465433,,
31,2000,2,1000,14.954627752304077,reweight_LS,7.9073085636004246,7.6259169140041765,1.0,0.2
32,2000,2,1000,14.962770938873291,reweight_LS,8.011236198581347,7.7570991083174174,1.0,0.4
33,2000,2,1000,14.90256667137146,reweight_LS,9.138763813374338,9.1021531991287,1.0,0.6
34,2000,2,1000,15.022668600082397,reweight_LS,12.330537624894877,12.982409082532646,1.0,0.8
35,2000,2,1000,558.9375360012054,SPO,7.125658908262263,6.907407471727016,,
36,2000,2,1000,7.53075385093689,LS,6.976024307498675,7.734509642162391,,
37,2000,2,1000,14.96431303024292,reweight_LS,7.062283357891017,7.92048021540738,1.0,0.2
38,2000,2,1000,14.914478540420532,reweight_LS,6.989871937881052,7.89151314703322,1.0,0.4
39,2000,2,1000,14.881313800811768,reweight_LS,7.407853936025979,8.23060572329863,1.0,0.6
40,2000,2,1000,15.053308963775635,reweight_LS,10.880659869920125,11.731697635036749,1.0,0.8
41,2000,2,1000,558.5058858394623,SPO,6.740997443551997,7.465309536371571,,
42,2000,2,1000,7.695940017700195,LS,7.3139067970577285,7.426853750301482,,
43,2000,2,1000,15.27162504196167,reweight_LS,7.441749427262917,7.499729396583475,1.0,0.2
44,2000,2,1000,15.269515037536621,reweight_LS,7.267701791944099,7.439326831759608,1.0,0.4
45,2000,2,1000,15.277375936508179,reweight_LS,8.661965909480354,8.583860870211035,1.0,0.6
46,2000,2,1000,15.377809047698975,reweight_LS,12.48296352797561,13.326677458839768,1.0,0.8
47,2000,2,1000,560.8906090259552,SPO,6.969317664890101,7.041608508669686,,
0,100,4,1000,2.0823726654052734,LS,67.87037579187357,121.12932084506481,,
1,100,4,1000,4.706775665283203,reweight_LS,65.52951575633398,117.59993217010269,1.0,0.2
2,100,4,1000,4.714728832244873,reweight_LS,62.53201874427973,114.17657592195826,1.0,0.4
3,100,4,1000,4.777488708496094,reweight_LS,59.59533294071497,114.18449005858108,1.0,0.6
4,100,4,1000,4.973904848098755,reweight_LS,57.90491537255485,96.3783098235761,1.0,0.8
5,100,4,1000,54.745901107788086,SPO,68.10255589956301,120.826546202707,,
6,100,4,1000,2.2641372680664062,LS,90.13434775172605,96.85333709116885,,
7,100,4,1000,4.91782021522522,reweight_LS,82.50871214787561,95.49247715685722,1.0,0.2
8,100,4,1000,4.935471296310425,reweight_LS,78.31313738766758,93.8949511986937,1.0,0.4
9,100,4,1000,5.048174142837524,reweight_LS,61.391337375975525,81.83803775668021,1.0,0.6
10,100,4,1000,5.173173189163208,reweight_LS,102.52186133186588,122.15071277299143,1.0,0.8
11,100,4,1000,55.95558404922485,SPO,89.01447377100303,96.93734390082436,,
12,100,4,1000,2.3681280612945557,LS,66.52486816165552,160.97948170140225,,
13,100,4,1000,5.013574123382568,reweight_LS,75.33301490355115,158.81452515398075,1.0,0.2
14,100,4,1000,4.995284080505371,reweight_LS,61.59882237992325,142.58452099152996,1.0,0.4
15,100,4,1000,5.189929008483887,reweight_LS,79.38195900397795,159.98171756099,1.0,0.6
16,100,4,1000,5.297887086868286,reweight_LS,94.75352876802961,127.77938285015581,1.0,0.8
17,100,4,1000,55.484275341033936,SPO,66.79336147905053,158.16474534395513,,
18,100,4,1000,2.484754800796509,LS,117.72495021926119,105.29505610147825,,
19,100,4,1000,5.127623796463013,reweight_LS,101.78876111299114,100.44072936065427,1.0,0.2
20,100,4,1000,5.110310792922974,reweight_LS,96.1380198716121,105.55535144783597,1.0,0.4
21,100,4,1000,5.2910425662994385,reweight_LS,120.13804481206039,118.70428452650245,1.0,0.6
22,100,4,1000,5.288784742355347,reweight_LS,153.8877380057663,128.82811932078218,1.0,0.8
23,100,4,1000,55.50298094749451,SPO,117.74449111698328,105.46224594760766,,
24,100,4,1000,2.5730979442596436,LS,52.4115294452325,112.43360053760507,,
